Channel     uChannel      Brho          uBrho 
1.4864179   4.459869e-05  1.4824414 	4.136830e-07
0.6050052   2.708022e-05  0.6087327 	3.891018e-07
0.3305731   1.772912e-05  0.3342787 	4.618516e-07
-0.3454066  2.081344e-04  -0.3489581	1.160271e-07
-0.8971667  2.360994e-04  -0.8926746	1.045580e-04
-1.1794228  2.048861e-04  -1.1838201	2.858379e-07
